raw,attention,meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
-99,63,38,225038,20201,6533,6414,4375,9513,1635,9432
-328,67,35,962782,198424,19131,1769,54678,26890,18792,34609
129,64,30,2329424,292623,37431,43356,59247,49774,33043,36904
-188,77,38,1749344,92688,27857,20604,9067,39362,17429,4935
29,75,37,534809,113338,29755,39903,65674,42660,7280,11499
-81,84,60,2680897,74452,52641,83890,34051,73367,35883,50718
-61,84,67,1734676,162171,88172,46535,60449,44277,23808,23280
-268,70,70,1251102,366145,150027,74092,78820,41571,42508,26669
33,63,69,180684,141936,38056,6089,7373,18057,5069,3867
-138,57,61,1887023,451067,108003,105074,65416,125324,18635,22182
51,61,57,306524,16165,794,12401,12686,6162,7767,8762
-226,66,51,581196,128262,9356,29152,31223,19997,11068,10434
-157,69,51,335149,67610,15324,32186,19783,12461,4823,8457
21,63,38,154161,43129,1977,2327,5766,5268,1795,1852
-113,57,51,153500,271180,244025,41950,28903,39413,11741,40941
67,41,63,406352,75757,55384,7644,10407,6464,2017,6302
-241,41,53,307240,71847,4249,12750,31144,10155,9573,15160
-29,38,61,241420,151166,14652,20881,20840,15135,4677,5800
22,41,48,106926,28300,3655,4042,8352,3767,1137,1331
71,53,37,741380,50102,5520,11892,23484,11622,4052,7125
133,53,56,572225,116692,188557,70221,49556,43635,14021,43726
102,61,53,15764,14930,2350,520,1976,3101,796,2363
72,67,61,908183,35028,1635,31067,18417,14350,4090,4658
-44,63,67,343163,71478,22010,17105,12269,10384,5763,4133
-57,61,48,2078031,556055,83626,16247,82406,65008,59414,23909
552,50,57,182237,26342,5273,10246,6869,2001,666,765
118,35,43,2241729,1136173,67733,70466,197508,51484,34850,25773
548,41,47,172050,63856,49199,22208,21036,30627,20297,6168
-260,40,63,605677,18361,6640,12480,2595,3225,611,1173
262,44,54,185333,64816,12859,1819,6857,6408,2545,1371
58,53,67,527586,69793,37600,2132,15202,10814,3255,4436
-109,44,53,1483635,392306,13040,41863,27220,32772,4043,9212
139,47,51,738604,32304,8606,18332,4448,6786,10278,10718
19,51,61,2097100,150571,72188,81446,67767,37389,34394,45614
107,51,61,600759,33509,12333,8416,17696,5523,5503,8196
-6,57,61,1462343,347125,40836,32592,102304,79676,68087,30818
433,60,56,1443247,58404,13141,20991,12912,12222,6681,4377
121,61,60,1563000,82974,27764,87322,28309,28720,13179,36123
-22,70,63,1999647,96476,35400,68516,38383,60783,21155,49750
-56,54,78,53295,59053,37145,16903,28667,3798,6095,7127
-10,54,74,555094,193552,45023,35395,32528,35820,58509,22412
91,56,61,173891,167133,45091,22469,90072,42174,22080,32620
376,47,57,244264,61245,15974,8829,3195,7754,2504,1732
119,64,57,849202,114235,121837,42189,77589,70357,41646,42316
88,67,57,1596401,454320,120639,44760,65252,102236,40332,21904
372,63,56,2069160,211364,16363,37497,27057,27216,7625,10808
130,66,54,1235068,124217,38502,10796,28268,25963,5509,8492
-74,63,54,729838,97880,37416,63395,29336,36610,37271,7985
-250,67,47,38663,15878,1923,1220,4880,5508,2081,3041
1,61,40,1812681,1453044,111701,36304,101123,74572,152218,83472
-94,60,26,970743,228287,14622,5096,30990,30669,12286,28855
85,51,16,66902,43017,6877,4024,5368,4071,2863,782
-122,51,23,341325,103185,25910,14951,18015,36913,26047,9825
-38,51,26,1923532,2045507,239671,34951,58222,113894,32423,39762
-277,63,47,1075268,43136,29759,29122,20436,48815,7606,13495
-18,67,53,1175015,394699,167488,59302,23511,65673,78570,32795
6,54,47,454457,97497,7194,8541,11932,7809,8406,9017
80,69,61,817406,60243,25274,21807,3818,24754,7187,5934
5,51,60,293205,118208,52237,14038,4474,11285,28474,11683
-172,48,63,829606,100591,42589,40741,21547,13885,27481,8857
128,54,67,1415447,193278,90271,20052,195541,51112,50844,27565
28,48,63,1173769,217068,70861,24780,23011,32045,9685,10715
120,54,75,1017197,31577,50500,44689,8670,16473,7170,8784
-266,60,67,1149170,397160,89773,54737,37230,73319,27521,73897
-438,50,78,283007,46214,27218,7682,2167,4058,1469,2981
91,51,78,129024,35558,3097,11951,4808,7057,6604,1936
-87,50,64,526578,232728,55042,103648,86879,41209,47818,26477
-517,44,74,1169909,890798,699001,188268,313998,137667,246635,57117
155,60,74,576817,39827,39945,15250,9414,22995,9021,10033
-43,51,74,876892,880368,288554,80615,233145,70507,23039,25107
-73,60,64,839690,120585,11183,22907,37464,39568,26675,11377
242,64,69,956860,24470,27149,26056,14549,12222,2262,3396
213,53,64,1199407,396791,121856,108177,21315,38866,19506,43682
224,51,63,333938,291377,66630,7163,22227,19910,4109,7735
-58,51,67,1206710,285375,100895,68776,132974,102455,62394,38760
-148,50,66,1689529,87168,76749,45668,28879,28079,11498,11649
-76,54,64,980097,60409,22413,13852,7172,10094,4341,5300
-892,66,69,794775,151822,22729,94451,101099,55887,34022,5384
-212,63,70,2929722,212212,79566,41819,67394,56896,43791,33341
98,67,67,319665,29463,24633,20022,23516,15551,4791,1746
336,75,67,841459,78382,53214,28990,56966,35362,25255,11462
181,74,75,763290,84917,62329,52536,58224,31520,12997,12976
569,75,90,1837279,196740,289160,312482,40274,140384,36065,58830
-213,69,84,1576624,205284,88871,39923,101939,42916,49851,11949
2,54,84,303206,35966,6821,13267,4913,2529,2841,2123
401,60,74,1280893,286177,40971,60425,73458,100953,44573,12227
11,57,50,178046,171582,11651,33038,63845,29071,10029,3301
107,50,47,556393,288974,68431,26872,15781,19003,17222,6357
81,56,47,1147852,1026023,615814,339500,751302,198470,303558,51422
-50,56,50,960959,232972,138174,19250,209393,103195,29406,26605
130,53,60,2009269,708205,56421,393318,172644,109024,110542,60656
362,66,63,1411501,53905,28687,12536,20136,19661,10180,2371
-21,67,60,235426,116305,27478,16398,14022,15977,7248,2423
544,67,66,801567,137004,114146,39912,31798,78614,25566,12528
-325,69,74,640060,287769,328309,111305,207752,84339,85015,28521
55,54,69,896721,106580,26819,18163,14497,7567,8994,2750
-194,61,67,634319,77809,14171,12726,24022,19458,5802,2452
-90,43,67,212082,546023,302867,88586,34194,43273,24985,24933
472,47,54,1132840,313960,23066,62418,58101,65072,51204,22861
10,54,64,831124,149940,168494,72786,39444,44690,39109,13142
-51,61,69,909145,108832,43443,33397,31840,66909,29790,28072
-433,77,64,1842429,153279,32991,77502,88791,64654,77759,28339
-157,80,69,568815,462456,73428,169329,76156,137861,22019,18457
227,83,57,270785,290267,20539,90138,47817,57815,70480,21754
-66,77,54,1328682,288490,44377,86240,146003,81233,76364,16411
-611,66,66,583809,27149,18769,24791,3381,5703,7342,2241
133,64,61,441608,688378,132368,120275,293411,167478,80227,27768
-148,60,64,105781,34269,10889,8681,16578,5170,1031,988
-114,57,63,1214981,186826,56689,22469,103769,42883,16309,19142
-162,60,44,614355,374190,28237,55838,62420,44888,29846,13113
235,56,37,384056,64363,1681,6142,7130,8639,4235,4933
-398,54,35,963679,217289,56195,35330,66138,25763,20185,13691
13,60,35,1430748,249278,16197,70764,78116,84820,51328,8021
-133,56,34,1210493,276513,6920,51976,62055,26224,18454,8610
-275,57,41,389879,744680,129465,118882,166171,155770,108356,30304
-301,60,30,1533053,308411,17820,58848,340576,34743,24902,22186
-219,57,30,498301,576261,46393,110010,53283,134189,31091,10564
891,74,37,2178876,131958,40273,37522,67065,65927,50434,12167
-270,78,41,1288523,80262,26522,18478,10432,31229,6666,3104
-419,81,63,177390,7167,10827,6425,5613,3489,1525,1136
-261,94,66,1364701,54370,21341,24139,49593,67499,9755,14795
-9,84,74,723704,215863,101849,61835,42968,49355,24704,11249
531,80,75,1947557,220627,49160,116614,99094,49039,17552,13117
328,78,53,1221152,975980,45542,131761,194483,140679,21538,26706
-100,57,53,2618064,334309,56332,43448,31278,38685,18449,22209
610,63,35,1098109,323437,41257,4859,127500,89163,58799,34926
87,69,34,995398,266941,140826,23124,67058,114861,21505,24287
-663,67,47,178730,181205,19398,97022,22510,35704,11732,5519
154,67,44,558810,111980,10129,19296,13289,13242,14300,5214
-486,63,38,1047913,793599,21465,19460,15539,104683,21833,11573
-231,54,47,631018,117946,74785,61989,30344,30375,8392,7289
58,48,53,825796,48196,47506,25505,13961,7404,9583,9813
75,61,74,997462,101887,89304,15723,72227,40485,4202,11150
-263,57,64,2332116,933291,247655,162439,240214,106056,102848,41798
-311,57,64,2332116,933291,247655,162439,240214,106056,102848,41798
265,67,70,1170933,68419,30428,26905,14979,15264,8803,2407
323,66,64,1216067,76002,16345,14734,43603,16818,6432,3053
-236,69,67,747411,134883,68028,10032,7445,28492,11539,11186
-187,48,66,1044933,230171,109156,22184,39786,11743,13182,6694
-227,53,63,1000176,114525,57662,23543,27661,43048,8889,17867
-110,47,56,1528027,531535,70826,14317,132120,46464,15266,8837
5,44,48,1348803,354309,46447,47326,66601,47439,17264,14323
-26,57,27,601712,1081813,22670,52588,152114,158850,99832,14988
-418,56,27,1370228,487565,182667,170677,112920,144513,24215,37305
68,80,40,585285,9309,7142,7816,10366,18263,5181,1809
43,80,51,355415,28985,13406,13694,6113,5949,3246,2885
71,74,66,501557,107778,17546,20472,15839,10865,19257,10593
2,75,63,847818,124358,44567,45451,111236,43811,31022,33032
246,61,57,599813,64734,23640,8940,48440,17948,2801,16388
114,66,56,985475,454816,230350,175011,101179,158565,116315,34818
-20,67,54,365716,164908,11462,40105,32525,21080,5007,14408
96,63,53,243111,251739,70615,24356,42902,37445,16573,2962
5,67,64,472935,51892,46243,62985,51945,51554,18542,7254
-113,63,51,917984,113349,14443,7719,14595,14009,4557,3181
-57,67,60,2086000,357102,211251,187693,254047,120663,67982,64794
-92,67,56,253943,75164,8577,10607,10901,11061,8273,8309
-119,51,37,568205,1139267,20497,87862,86602,70232,84930,40032
85,56,47,1112278,142225,48974,62970,67649,42592,19586,28098
33,64,47,52098,11898,8318,6167,5061,10486,4597,5563
164,54,44,23998,30175,2165,3658,3562,1441,4667,871
-628,61,56,1448777,597033,165475,84660,147628,94922,73809,70465
133,54,51,786415,58649,7255,13961,22134,7115,6825,6099
-533,44,50,577342,487679,88819,173752,79959,110004,104042,69625
-145,57,54,1133506,94847,19437,29973,64912,20655,13160,10920
-244,54,51,829999,228431,42594,20067,20765,21697,16970,13193
6,64,47,1801794,228050,22361,28594,29384,65466,50990,22204
-33,69,43,573000,154974,9146,48218,17773,53826,23033,12763
-1018,77,38,1584237,347123,31155,83047,172070,148782,78303,56561
-132,81,43,394838,274230,31748,102864,73720,50926,49818,13671
-595,80,48,57546,41046,6800,12066,17651,11322,8398,3952
453,66,57,363149,136706,146948,15284,39082,22390,18892,4506
-769,61,60,846655,793669,121796,146527,303292,222697,199102,61445
-306,70,60,1211505,344910,187821,67241,118806,202040,61530,66603
-171,70,63,1255089,498477,146226,183013,184989,165082,45613,54870
953,90,61,1631586,418683,180773,419543,70838,430308,127217,43662
714,90,74,879234,442375,402616,261386,359156,212847,227303,56804
256,90,74,817769,704421,72280,39915,97026,71222,69311,37532
354,90,74,831041,505865,263261,269105,316688,291415,247278,123478
-138,90,74,789829,71912,44613,46161,8760,54304,18251,4541
246,81,74,1166889,32084,7314,17491,19794,7181,9480,8506
0,77,75,1259255,173006,60150,39699,15814,40486,18050,17331
337,61,57,754221,234457,7576,28997,24713,24196,14207,23933
293,51,53,2412391,328655,33568,105340,45785,33871,25102,80858
59,57,51,982128,45371,19255,21212,36302,21187,10400,22519
-99,61,51,1140925,147224,31682,66248,48969,51177,10162,15831
33,56,53,482632,351928,27882,40176,101033,21270,13774,12464
-7,63,54,1844158,127076,28636,51047,10327,29496,8470,21324
-421,60,53,1032556,80904,32202,15439,35623,21766,9059,16193
-76,60,51,769990,33571,14712,9657,24767,12017,2840,17144
253,67,57,545851,179430,33879,58800,100201,35393,39767,42847
56,70,60,207495,5445,4562,1620,3280,2628,2020,6411
154,80,64,2993596,73142,13286,56762,17784,53677,8410,21281
-55,81,56,2549339,82638,14182,7526,41898,21462,14421,13550
-51,80,50,458076,167190,6373,23154,23880,23633,19053,13722
20,80,41,1126871,436556,84297,173925,552525,131136,112225,47477
-219,60,41,1369537,238083,59098,92473,27596,18752,5120,15842
-6,53,38,1685240,1158117,45313,91590,38250,126779,77283,52917
480,51,51,237674,36362,12493,13950,6869,6157,2231,4919
497,47,50,853066,1020660,102175,184199,172442,167003,40785,33549
-91,61,43,1311248,421789,3885,154633,82107,122768,19375,32946
151,57,50,943406,655610,29337,163386,123043,72869,8680,121418
310,60,41,261268,205324,18012,60095,132551,30376,9260,62161
-72,61,41,526223,111821,7077,39961,70310,24735,9662,18707
71,60,40,1411905,260754,13224,89310,134936,67611,28837,115900
177,64,50,403595,50237,25636,22403,16194,12375,4718,85509
189,60,50,2204225,157307,32300,12421,34571,14472,6895,85288
-19,51,63,2171323,118775,75798,46605,12917,16718,20204,107506
45,44,63,88106,40870,6916,4827,10229,4916,2890,25529
89,47,56,712888,32445,3970,9102,2385,6751,2234,24218
25,51,56,626707,44348,8869,6213,10667,6610,9469,14960
141,56,51,944230,112970,28125,38908,17070,21059,7077,22495
314,56,54,2006862,436806,9097,165949,73340,60726,33815,100929
55,44,47,1997074,330777,19086,32052,43144,20581,23855,84522
-266,47,47,1331698,218718,46697,19887,64268,36335,40625,13911
-169,47,41,1289432,163356,46750,10071,18722,25652,17541,20775
168,53,51,1671100,248932,33526,311979,59409,101698,43101,32610
19,61,57,1005771,149795,8369,42669,24904,28260,25715,17129
488,66,54,687729,235856,26753,27292,25154,55073,33821,32127
263,64,41,181095,96813,5466,3079,15927,9787,3951,8176
321,77,34,1070841,342450,205685,83460,189667,321177,239818,71345
96,81,40,1343404,162341,97151,90348,131918,74468,64830,69242
187,78,41,728937,403827,73661,46820,28931,75471,63301,17724
-394,83,57,1120917,167271,32289,71626,64806,43125,21626,29844
151,74,57,620460,295065,96582,44252,55636,89571,28032,20374
-20,74,57,1476145,1802513,257495,75216,297261,225806,87752,74520
627,67,63,2142230,427715,423870,116323,73750,144234,130498,37432
18,74,81,96372,41204,119931,83292,32563,55877,14779,15704
-152,74,81,616007,30763,15099,28918,9065,28081,13661,6809
-219,74,81,327317,52182,8624,3347,35064,10541,6011,1844
592,75,91,635694,8014,16797,18254,20334,7209,3935,5536
20,64,91,670737,528735,69282,156048,108178,59880,27986,13644
257,60,74,1391570,345253,13364,47694,48348,35445,25834,16795
53,54,56,1199019,326482,44292,104251,148889,63674,29009,142762
528,51,44,1112224,221024,41197,53258,58388,38384,93096,33341
-45,60,40,401363,152544,31781,11235,32850,30744,24385,27776
81,61,50,1808431,709221,176471,237014,163273,116139,66439,38371
480,53,44,215960,82280,2603,15175,23510,6571,6160,1132
9,60,41,1466163,635735,167940,28623,145261,187766,76255,53538
85,37,27,1323766,527699,6074,22984,62576,10964,22332,17700
168,38,34,707848,146172,49208,93715,59176,36613,27367,62294
-40,56,40,1268368,56283,11243,34998,48011,37745,45204,15106
171,51,41,23584,4516,506,1079,1163,772,191,1476
-11,77,64,1097661,177012,112123,81940,51193,66000,14977,78589
99,74,54,533638,447463,24181,91296,89019,55533,7670,16627
52,61,56,834755,31022,4631,13056,6456,5947,7188,17369
-27,66,61,635818,105578,60455,7024,37104,31252,5879,8387
219,69,67,1750124,96782,84646,131382,31929,82691,26410,74922
292,66,67,789180,145876,5506,29445,23699,13162,2710,22403
97,63,61,648945,71473,385,26690,38174,9616,4915,23568
131,56,67,1696930,133435,108528,48457,45477,30338,15176,46358
29,48,53,833270,49782,9155,6712,7953,8924,5085,21335
257,50,57,87704,16523,1601,4655,1783,1717,1237,4344
-237,61,50,760939,71586,3351,9473,21673,26432,5162,11718
-19,66,43,862859,173915,51172,44449,26357,47102,12428,12656
-201,67,47,180093,17656,10592,2649,10797,5586,1444,3626
-228,66,50,1115506,185183,66581,57934,61690,18586,8808,20237
-28,47,47,19691,82525,2757,4806,11640,3936,733,2039
294,43,50,170495,18062,9350,3429,6710,3528,526,4852
-274,20,29,704380,1178610,25436,171831,296090,49074,18979,51994
44,23,37,1062954,158561,838,27184,13437,10489,6348,65798
-73,23,37,1062954,158561,838,27184,13437,10489,6348,65798
-86,21,41,308357,53069,2840,53295,6802,9494,8396,17365
-54,23,54,2477350,628426,54089,12966,39888,32640,12068,80150
-66,30,64,452142,46490,9996,25580,38794,10663,3860,21469
-45,26,51,81328,135559,5610,25966,20714,9732,4189,15043
-78,41,48,1382353,140284,83279,61548,51405,36865,23539,43153
118,47,64,751184,68966,116493,55749,173522,17753,10102,66989
8,43,67,624185,59196,28612,9126,13157,8457,1607,14779
257,53,74,780300,372052,42797,160140,140241,84045,11003,70058
-35,54,69,827516,19016,4586,11286,11025,5175,1958,18438
-174,63,63,505424,48902,6816,21424,30708,13096,2977,14543
33,66,70,1146857,51517,56444,61199,17816,25679,3605,60399
81,57,80,116587,23827,20517,11108,14010,3329,2697,12531
-25,51,78,2022944,340815,103417,74236,94403,43598,15069,23369
20,54,75,126743,12671,1904,2447,3994,3714,199,787
249,53,53,231759,230898,5319,36335,76386,35886,6304,17058
-58,51,47,180606,57077,9145,22204,13902,4855,988,1299
-338,64,44,429455,25879,5855,6199,4348,11362,5052,5759
1027,60,50,135233,59068,18378,11090,5831,9516,4023,4041
-61,64,57,1441739,13213,1299,6836,9766,4543,4156,4739
-41,67,44,595800,120783,6806,9218,24699,10953,4967,3628
439,53,47,269168,1069228,242917,179691,43954,121430,8951,37764
-103,56,50,1969814,312838,287337,63098,135732,104533,20972,48395
-261,47,47,834048,435648,2279,111390,20116,46613,7881,23541
128,47,61,642365,97138,32957,30018,21889,13173,6740,15713
262,51,66,1535208,68422,44464,14529,25296,15405,13939,25702
-846,48,70,750571,66614,68684,36108,21942,16860,17054,29617
185,48,70,2631656,355451,191191,70058,83955,63799,6076,4470
-81,61,69,1716211,146918,4379,77747,226982,64473,17059,44924
202,74,66,560191,132627,41307,27388,27978,52498,4737,2735
266,84,60,593527,52432,14092,19284,48453,32756,6326,4031
-898,96,43,519935,163388,18217,46157,135528,70870,9296,11012
369,96,48,1250228,653941,135580,348175,566440,302927,44247,19840
593,100,50,939083,763252,37076,899511,538424,889219,9676,39109
-458,97,43,522567,214967,55175,39539,415059,92236,7180,11760
-76,100,48,586733,99384,70332,20526,136520,69025,14945,13840
518,97,40,1602845,401399,52165,160792,1106197,159337,58077,26946
-186,97,40,271602,31393,4771,3563,52576,18952,6732,4223
-74,97,40,169474,82281,5176,9498,42709,21418,16226,4217
-114,96,41,1694031,154678,40462,165472,127898,153661,13612,31379
-174,97,50,293702,107563,36738,100628,248995,96307,18081,26502
-343,88,48,3024643,670664,61270,201796,283374,133474,65295,34508
209,87,64,2316371,864758,1100279,946341,1324950,644026,97740,58354
-34,81,64,152257,62647,22506,23730,14933,27344,4094,3902
378,74,57,2125317,1183493,128595,116682,263181,202824,66917,16568
555,70,77,636228,32208,106254,16291,37591,18451,11326,8327
-49,57,66,1174689,465196,130764,23205,60730,38398,49765,11658
394,54,63,218490,73422,22069,12028,18498,20425,2780,1720
24,51,63,1730804,1166884,193216,46016,174660,132041,34747,163293
-344,48,53,1093804,141219,63286,35375,27633,20867,4769,14957
147,48,47,67276,458740,42605,31756,76740,34357,12026,13230
-73,47,48,213900,371008,116042,80644,33546,96388,11986,49559
91,41,56,709591,265021,138874,46108,126169,32073,13512,55016
342,41,56,380623,2734,603,7083,7231,4398,2128,708
-212,41,56,561934,43088,3816,4328,3526,1499,554,837
-297,41,63,405532,56791,28424,74081,23145,14184,10526,26001
19,43,69,175281,113417,25492,15745,31760,10230,5777,13993
115,40,57,1862198,136979,7647,12936,23952,22302,7127,24672
-115,47,66,2495798,247762,532576,94659,244765,117514,44865,88073
17,53,53,410844,624140,87425,144658,101976,128788,47008,85253
-19,57,57,622154,68154,22006,16079,10883,12568,1933,6693
-401,64,66,1307382,227083,44759,40228,21719,74724,41925,130701
50,67,56,1671926,203835,87891,30740,47763,51489,14975,106464
